context_length,store_id,test_name,MAE,RMSE,PercentDifference,Interval_Covariates,Interval_Noise,Interval_StrongNoise,Interval_Shuffle,Interval_MissingFuture,Interval_TimeShift,Interval_TrendBreak,Interval_FeatureDrop,Interval_PartialMask,Interval_Scaling
512,1007,StrongNoise,820.9638680000002,953.0253499456671,-3.8980211805169556,2424.149915666667,,2407.1135498000003,,,,,,,
512,1007,Shuffle,853.1531706666668,977.5575908770827,-4.023406581245067,2424.149915666667,,,2371.7235692666663,,,,,,
512,1007,MissingFuture,246.274798,310.68762648118445,-7.8799333765829065,2424.149915666667,,,,2002.4551780666663,,,,,
512,1007,TimeShift,623.6712880000001,728.9874719521404,-10.498255798219109,2424.149915666667,,,,,2201.0456463333335,,,,
512,1007,TrendBreak,1589.8441833333334,2184.601489204673,37.310612058760945,2424.149915666667,,,,,,4539.313269333334,,,
512,1007,FeatureDrop,817.6723936666668,938.6925408103217,-3.4887507437289496,2424.149915666667,,,,,,,2416.0686484999997,,
512,1007,PartialMask,420.4470823333333,554.721981960472,-3.9657689146499018,2424.149915666667,,,,,,,,2592.973969666666,
512,1007,Scaling,199.54992166666673,257.0299107174097,-6.231866949943647,2424.149915666667,,,,,,,,,2004.7054400000002
512,1008,Noise,141.66616586666663,174.3031787034285,-8.913412978397803,1580.4776123333336,1339.6092513333335,,,,,,,,
512,1008,StrongNoise,765.6937383333334,868.0304216726597,4.113559220281034,1580.4776123333336,,1830.1142736666668,,,,,,,
512,1008,Shuffle,814.1861160000002,907.8025555365069,4.180150239703762,1580.4776123333336,,,1787.6443069999998,,,,,,
512,1008,MissingFuture,173.23529800000003,214.03457901973033,-10.874891985814735,1580.4776123333336,,,,1381.8900703333336,,,,,
512,1008,TimeShift,620.590826,719.0129145633668,-8.144967853712409,1580.4776123333336,,,,,1614.0976200000002,,,,
512,1008,TrendBreak,1637.6422223333332,2272.410884225996,55.651676189407574,1580.4776123333336,,,,,,3890.826477,,,
512,1008,FeatureDrop,785.2238609999998,875.5067184057128,4.879082777255523,1580.4776123333336,,,,,,,1815.4313223333331,,
512,1008,PartialMask,383.5100376666667,487.34791421151397,-1.11824653714025,1580.4776123333336,,,,,,,,1879.454971333333,
512,1008,Scaling,166.7627569533333,201.1889090161465,-9.062789736620365,1580.4776123333336,,,,,,,,,1363.9312606666665
512,101,Noise,167.2556586666665,213.26849785318066,-9.64287696011233,2357.7380863333333,1855.8167583333332,,,,,,,,
512,101,StrongNoise,802.2850636666668,916.5865508994231,-0.48604384461959804,2357.7380863333333,,2400.050565233333,,,,,,,
512,101,Shuffle,864.0092563333333,966.9526471329054,0.2854119791329343,2357.7380863333333,,,2369.1009975333336,,,,,,
512,101,MissingFuture,222.9172296333332,286.05675625294356,-11.05439553437136,2357.7380863333333,,,,1958.692276,,,,,
512,101,TimeShift,611.4972086666668,734.3331599317904,-10.549801680040789,2357.7380863333333,,,,,2125.6071309999993,,,,
512,101,TrendBreak,1481.8893715666666,1978.7130784052079,51.69949134680698,2357.7380863333333,,,,,,4720.242253666666,,,
512,101,FeatureDrop,807.492477,904.6939698928398,0.07068888769760372,2357.7380863333333,,,,,,,2364.264082466667,,
512,101,PartialMask,371.60639174466655,475.27376534230683,-8.482237306164235,2357.7380863333333,,,,,,,,2517.311792666667,
512,101,Scaling,189.73704333333328,242.68346460441066,-10.169178542575983,2357.7380863333333,,,,,,,,,1916.4805053333334
512,1010,Noise,195.24355629999985,240.55004479896945,-5.5483250814695,2849.227256,2355.676607333334,,,,,,,,
512,1010,StrongNoise,1147.2303946666666,1307.8990622769363,-14.173269757229168,2849.227256,,3005.9293796833326,,,,,,,
512,1010,Shuffle,1207.453933,1362.3485997148287,-12.704120095348232,2849.227256,,,2849.4861218666674,,,,,,
512,1010,MissingFuture,313.83401266666647,384.76410539032656,-9.778835349001167,2849.227256,,,,2433.6733030000005,,,,,
512,1010,TimeShift,869.1587073333334,1007.5888319044927,-21.05103765774929,2849.227256,,,,,2689.999348333333,,,,
512,1010,TrendBreak,2552.754531400001,3532.835403503306,58.40165443130613,2849.227256,,,,,,5865.047363333333,,,
512,1010,FeatureDrop,1146.610121,1300.8079897256157,-13.003547207392755,2849.227256,,,,,,,2981.2680803333333,,
512,1010,PartialMask,583.5430703333333,739.4549731344522,-5.887084909183116,2849.227256,,,,,,,,3157.812214,
512,1010,Scaling,246.62213481999987,304.13630814211984,-6.88578987851261,2849.227256,,,,,,,,,2398.9050460000003
512,1011,Noise,176.15478953333323,223.77153639539165,-44.32925161884193,2088.715936666666,2061.9311086666667,,,,,,,,
512,1011,StrongNoise,936.4217693666667,1049.745105621091,34.930353936786645,2088.715936666666,,2390.111737333333,,,,,,,
512,1011,Shuffle,1001.2147013666666,1128.393183851673,12.733919340150116,2088.715936666666,,,2415.4641663333337,,,,,,
512,1011,MissingFuture,196.31241806666677,257.9111481510571,-51.86675408473076,2088.715936666666,,,,2151.7792380000005,,,,,
512,1011,TimeShift,746.3484059666666,854.6316880840322,-38.880892928119216,2088.715936666666,,,,,2336.6666689999997,,,,
512,1011,TrendBreak,1186.1377950333335,1537.4215999492785,178.82326254402244,2088.715936666666,,,,,,4024.092076666667,,,
512,1011,FeatureDrop,957.1019430333333,1065.0713969841083,27.958870479035824,2088.715936666666,,,,,,,2464.49995,,
512,1011,PartialMask,583.9199129666667,709.4180665030842,-26.079635018577115,2088.715936666666,,,,,,,,2719.8298230000005,
512,1011,Scaling,241.3502976333335,293.80830925755623,-58.45612487220645,2088.715936666666,,,,,,,,,2174.511883
512,1013,Noise,107.0998363333334,134.97813434835948,-39.176613544776885,1147.207875,1182.4370446666667,,,,,,,,
512,1013,StrongNoise,520.4390653333334,578.5456839289394,9.578506944630488,1147.207875,,1514.5797439666667,,,,,,,
