store_id,context_len,mae_all,mae_open,mae_closed,n_open,n_closed
561,512,782.7205078125,834.1064077524038,448.712158203125,26,4
562,512,832.1545247395833,832.1545247395833,,30,0
563,512,632.5349527994791,694.7941518930288,227.85015869140625,26,4
564,512,457.2109700520833,450.21157602163464,502.70703125,26,4
565,512,475.24427083333336,471.53331580528845,499.365478515625,26,4
566,512,583.071923828125,606.3840989332932,431.54278564453125,26,4
567,512,583.7821126302083,624.7167311448318,317.70709228515625,26,4
568,512,372.585107421875,361.97519155649036,441.549560546875,26,4
569,512,286.7826171875,315.3096266526442,101.3570556640625,26,4
570,512,472.55357259114584,522.9133676382212,145.21490478515625,26,4
572,512,622.4873860677084,655.3516000600962,408.8699951171875,26,4
574,512,1159.193212890625,1242.402813251202,618.330810546875,26,4
576,512,722.0972005208333,772.6670673076923,393.39306640625,26,4
577,512,606.45458984375,648.7076791616587,331.80950927734375,26,4
578,512,1274.4302897135417,1274.4302897135417,,30,0
579,512,932.4299560546875,990.2815786508413,556.3944091796875,26,4
580,512,1025.874658203125,1138.569805438702,293.356201171875,26,4
581,512,380.0451334635417,400.29210486778845,248.4398193359375,26,4
582,512,729.7806477864583,784.8426795372596,371.87744140625,26,4
583,512,295.8978597005208,305.06177696814905,236.3323974609375,26,4
584,512,493.17701822916666,497.8294208233173,462.9364013671875,26,4
585,512,638.110986328125,676.4385329026443,388.98193359375,26,4
586,512,1237.8161458333334,1258.9634540264424,1100.358642578125,26,4
588,512,629.0277994791667,650.2430513822115,491.128662109375,26,4
589,512,712.6923258463542,757.942392202524,418.56689453125,26,4
590,512,575.7118326822916,626.157949594351,247.81207275390625,26,4
591,512,605.89248046875,648.5892897385818,328.36322021484375,26,4
592,512,415.46448567708336,452.4196589543269,175.255859375,26,4
593,512,1029.82060546875,1095.500713641827,602.89990234375,26,4
594,512,361.2583414713542,391.00851675180286,167.8822021484375,26,4
595,512,1294.9951497395834,1384.6593674879807,712.177734375,26,4
596,512,330.5007080078125,325.98068472055286,359.880859375,26,4
597,512,544.1529459635417,571.1560809795673,368.632568359375,26,4
