context_length,store_id,test_name,MAE,RMSE,PercentDifference,Interval_Covariates,Interval_Noise,Interval_StrongNoise,Interval_Shuffle,Interval_MissingFuture,Interval_TimeShift,Interval_TrendBreak,Interval_FeatureDrop,Interval_PartialMask,Interval_Scaling
512,1,Noise,24.528014666666728,31.179965955676213,-1.113760912388423,923.9303364666665,941.0060371666666,,,,,,,,
512,1,StrongNoise,296.57585966666664,328.45886187550855,-3.6661179167967073,923.9303364666665,,1096.4889033333336,,,,,,,
512,1,Shuffle,301.2010929999999,330.0651697706772,-0.7931137694828141,923.9303364666665,,,1115.4851876666667,,,,,,
512,1,MissingFuture,55.99354533333335,62.615202509443826,3.5280606875633045,923.9303364666665,,,,970.1061108,,,,,
512,1,TimeShift,186.27352366666662,215.56248575126475,-4.083352110244081,923.9303364666665,,,,,1074.2288412,,,,
512,1,TrendBreak,573.8108373333333,771.5415768987406,40.65296695328225,923.9303364666665,,,,,,1779.468357,,,
512,1,FeatureDrop,295.8798183333332,326.1371810816354,-1.7465931254571558,923.9303364666665,,,,,,,1108.5762450000002,,
512,1,PartialMask,145.6295758,179.28902261634374,0.636516727285728,923.9303364666665,,,,,,,,1107.6982531666665,
512,1,Scaling,23.276086333333343,30.82393658991831,0.23283254079945348,923.9303364666665,,,,,,,,,958.4313648000001
512,10,Noise,105.94342680000004,119.80501741863884,-2.371932899393879,1558.922524,1632.5107148399998,,,,,,,,
512,10,StrongNoise,562.9726236666667,609.754676659246,17.632238484905624,1558.922524,,1996.7433376666668,,,,,,,
512,10,Shuffle,592.7646956666669,636.2508173705709,17.84446553818079,1558.922524,,,2001.7091123500004,,,,,,
512,10,MissingFuture,74.43286233333332,89.1471680086741,6.783034466786636,1558.922524,,,,1646.7654502666667,,,,,
512,10,TimeShift,420.988873,455.28361638023284,6.685699134128718,1558.922524,,,,,1811.7336690000002,,,,
512,10,TrendBreak,1180.9151396666666,1587.6285648229757,113.91801056961629,1558.922524,,,,,,3233.3443043333327,,,
512,10,FeatureDrop,571.946285,615.556455155239,15.551815488914928,1558.922524,,,,,,,1955.871285,,
512,10,PartialMask,272.24625166666664,321.7042925158657,19.168733856185867,1558.922524,,,,,,,,2052.559332,
512,10,Scaling,76.90831366666674,87.6166086923783,-0.6567247137925505,1558.922524,,,,,,,,,1636.1848830000004
512,1001,Noise,70.26227926666661,86.19391078221356,6.433205609058909,1547.3757423333334,1561.2003136400003,,,,,,,,
512,1001,StrongNoise,463.7296806666665,580.0172839495718,-113.8198112540415,1547.3757423333334,,2053.577938666667,,,,,,,
512,1001,Shuffle,483.93138866666675,576.7352497570155,-112.04508929587102,1547.3757423333334,,,2026.7076656666666,,,,,,
512,1001,MissingFuture,63.12371146666658,82.48957908440529,-1.1052860245123168,1547.3757423333334,,,,1720.9349417,,,,,
512,1001,TimeShift,285.157623,346.56950024429807,-67.28523635567514,1547.3757423333334,,,,,1763.7128232000002,,,,
512,1001,TrendBreak,1911.2061186666667,2664.530438918216,118.3781252481782,1547.3757423333334,,,,,,4090.810103999999,,,
512,1001,FeatureDrop,467.67243233333346,557.9803102402824,-101.64679332581939,1547.3757423333334,,,,,,,2008.3609666666669,,
512,1001,PartialMask,603.5084855,684.4245877638353,-39.217667362365994,1547.3757423333334,,,,,,,,2196.2751092000003,
