context_length,store_id,mode,wql,mae,rmse,p10_under,p90_over
512,918,covariate,0.05230400094908432,352.72191186666674,436.19745172390793,0.03333333333333333,0.3333333333333333
512,921,covariate,0.031069801115229893,337.5718378666667,437.68056128721474,0.0,0.16666666666666666
512,922,covariate,0.03136206873891916,292.11366973333327,380.141611687932,0.03333333333333333,0.1
512,923,covariate,0.04059803107700418,298.14631100000014,369.5009577453318,0.2,0.03333333333333333
512,924,covariate,0.05381830913237876,307.3745471666667,403.237502621237,0.03333333333333333,0.2
512,925,covariate,0.06313579539391116,614.9499406666667,771.6134609895458,0.26666666666666666,0.03333333333333333
512,926,covariate,0.05206079750544133,484.45507566666663,632.6262461957898,0.03333333333333333,0.23333333333333334
512,927,covariate,0.03654192248289894,322.9000663333333,387.3156237038045,0.03333333333333333,0.06666666666666667
512,928,covariate,0.05100330113613846,539.5701240000001,719.6082696556554,0.1,0.13333333333333333
512,929,covariate,0.040232475339550634,307.5597228433334,440.3848057543735,0.0,0.16666666666666666
512,930,covariate,0.043253571897184574,406.88100333333335,519.8882547680507,0.03333333333333333,0.16666666666666666
512,931,covariate,0.039316739696616254,297.95961666666665,390.36542238115175,0.06666666666666667,0.16666666666666666
512,933,covariate,0.03419321297697424,362.27166099999994,445.65639152633327,0.06666666666666667,0.13333333333333333
512,934,covariate,0.03741341238690538,344.63635866666664,422.63535032717215,0.06666666666666667,0.13333333333333333
512,935,covariate,0.03554694019602177,305.0265516666667,394.7640030891956,0.0,0.1
512,936,covariate,0.030112097324924744,273.1272982666667,337.9800754203849,0.0,0.03333333333333333
512,937,covariate,0.03726168729430476,382.49716033333334,473.82198427762114,0.1,0.06666666666666667
512,938,covariate,0.029838756707911127,403.7854662666667,521.1800968499809,0.0,0.13333333333333333
512,939,covariate,0.045574635330982854,379.840832,441.6047293408528,0.1,0.16666666666666666
512,940,covariate,0.03785621288312955,414.83636366666656,499.33605629026493,0.03333333333333333,0.3
512,942,covariate,0.045447725901093396,406.03975899999995,522.5022776734306,0.03333333333333333,0.16666666666666666
512,943,covariate,0.038458408413356814,367.71335869999996,479.72840720934516,0.06666666666666667,0.23333333333333334
512,944,covariate,0.041798061218130844,399.64890249999996,526.4370286368455,0.16666666666666666,0.13333333333333333
512,945,covariate,0.04100904856699634,234.91189439999997,312.00906405280585,0.06666666666666667,0.23333333333333334
512,946,covariate,0.03883642753845613,215.93339233333336,282.5259883576859,0.13333333333333333,0.06666666666666667
512,947,covariate,0.04833632529481389,491.4390561333333,601.4408218953206,0.23333333333333334,0.06666666666666667
512,948,covariate,0.046203830567157156,597.5841066666667,768.8123542716677,0.26666666666666666,0.03333333333333333
512,949,covariate,0.0330656730700943,252.077758,302.84338534087584,0.0,0.2
512,950,covariate,0.04982882092587937,398.9419043333334,515.4214436359482,0.03333333333333333,0.3
512,951,covariate,0.045064085371022126,466.4158873333334,591.5689916711995,0.06666666666666667,0.2
512,953,covariate,0.04074863177703082,318.42690000000005,381.09269821043625,0.03333333333333333,0.23333333333333334
512,954,covariate,0.04060516614236007,355.83450833333336,450.2777452047192,0.03333333333333333,0.16666666666666666
512,955,covariate,0.0438980242361462,286.94485233333336,407.8101589609185,0.0,0.16666666666666666
512,956,covariate,0.044693543925942596,179.80032706666665,244.80079659520814,0.03333333333333333,0.06666666666666667
512,957,covariate,0.03882432680640257,411.18220866666667,557.0548635138159,0.03333333333333333,0.16666666666666666
512,958,covariate,0.024678638559923947,125.91300933333332,156.9765313628286,0.06666666666666667,0.03333333333333333
512,959,covariate,0.03403132216231748,331.0494419999999,456.05955612687245,0.03333333333333333,0.06666666666666667
512,960,covariate,0.04244190374672349,446.8580506666665,542.5198991973817,0.06666666666666667,0.1
512,961,covariate,0.04494806541960953,406.49248750000004,487.9972309350436,0.03333333333333333,0.23333333333333334
512,962,covariate,0.04162269085705756,356.70325325000005,452.0486600324376,0.03333333333333333,0.13333333333333333
512,963,covariate,0.04375436033425293,693.5715651333333,828.3558798004314,0.0,0.26666666666666666
512,964,covariate,0.062093542541022256,730.5980926666666,903.4712894664464,0.43333333333333335,0.06666666666666667
512,965,covariate,0.04251735419541391,481.5029603333334,582.9953915868341,0.03333333333333333,0.16666666666666666
512,966,covariate,0.03735424772251195,228.32446419999997,294.9937833372638,0.1,0.16666666666666666
512,967,covariate,0.04119849829908507,488.0504128,559.6223447324494,0.03333333333333333,0.1
512,968,covariate,0.04520973150111662,420.16949700000004,527.7317001515734,0.03333333333333333,0.3333333333333333
512,969,covariate,0.05407419431650038,305.00842,357.25349662723903,0.3333333333333333,0.06666666666666667
512,970,covariate,0.043431768792546656,159.28909099999993,198.84566100770485,0.1,0.06666666666666667
512,971,covariate,0.05329038247968873,655.2929770000002,855.0309557212438,0.16666666666666666,0.2
512,972,covariate,0.04154147385490143,187.15887904333337,241.29388255852066,0.03333333333333333,0.16666666666666666
512,973,covariate,0.047896040683373664,445.4428918333333,580.045972013878,0.0,0.16666666666666666
512,975,covariate,0.04479822022606122,440.24425700000006,561.281219793045,0.03333333333333333,0.2
512,976,covariate,0.030315096398515096,256.37099433333344,339.28506059691824,0.03333333333333333,0.1
512,978,covariate,0.03400063010486291,320.7184587666667,462.78489407827817,0.0,0.06666666666666667
512,979,covariate,0.03581346832337607,325.22229023333335,397.52977786722715,0.06666666666666667,0.1
512,980,covariate,0.03276754628519924,261.4788163333334,328.10902558162974,0.06666666666666667,0.03333333333333333
512,981,covariate,0.03635783221843059,342.43617433333344,468.17991405666214,0.0,0.13333333333333333
512,982,covariate,0.03704571339632872,461.34239599999995,525.118286588186,0.0,0.23333333333333334
512,983,covariate,0.04211423695486336,429.78363049999996,605.568988602209,0.1,0.06666666666666667
512,984,covariate,0.058699932109343815,495.4635623333334,590.4120229886865,0.26666666666666666,0.03333333333333333
512,985,covariate,0.05130475154407781,608.1082451666666,740.3850085330103,0.23333333333333334,0.13333333333333333
